,AP001,AP005,BR007,DL002,DL004,DL006,DL007,DL008,DL011,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,MH005,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,OD001,UP015,OD002,HR011,KA002,DL003,DL009,DL010,DL015,DL016,DL018,DL022,DL023,DL024,DL026,DL027,DL032,DL035,DL037,DL038,WB013,KA004,KA006,KA008,KA011,DL020,DL029,DL036,KA007,DL005,WB011,DL001,AS001,WB009,MH012,MH013,WB010,MH007,MH010,MH009,MH014,MH006,TN005,TN002,MH011,MH008,WB012,UP013,WB008,ML001,WB007,CH001,MP001,BR008,BR009,BR010,KL002,KL004,KL007,BR005,BR006,HR012,HR013,MZ001
2018-09-24,Satisfactory,Satisfactory,Moderate,,Satisfactory,Satisfactory,Moderate,Good,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Good,Satisfactory,Satisfactory,Good,Very Poor,Satisfactory,,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Good,Satisfactory,,Good,Satisfactory,Satisfactory,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Poor,Good,Satisfactory,Moderate,Moderate,,Moderate,Good,,Good,Good,Satisfactory,Satisfactory,Satisfactory,Good,Good,Satisfactory,Good,Satisfactory,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Good,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-25,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Good,Satisfactory,Good,,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Satisfactory,,Good,Severe,Satisfactory,,Satisfactory,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Good,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Good,Satisfactory,Moderate,Satisfactory,,Moderate,Good,,Good,Good,Satisfactory,Satisfactory,Satisfactory,Good,Good,Satisfactory,Good,Satisfactory,Satisfactory,Good,Good,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Good,Satisfactory,Satisfactory,Moderate,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-26,Satisfactory,Satisfactory,Moderate,Moderate,,Satisfactory,Moderate,Satisfactory,,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Poor,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Severe,Satisfactory,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,Good,Moderate,Satisfactory,Satisfactory,,Moderate,Good,,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-27,Satisfactory,Satisfactory,,Poor,,Moderate,Moderate,Moderate,,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Severe,Moderate,,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Satisfactory,Good,Satisfactory,Moderate,Moderate,,Satisfactory,Good,,Satisfactory,Moderate,Moderate,Poor,Poor,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Good,,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-28,,Satisfactory,Moderate,Very Poor,,Poor,Poor,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Very Poor,Moderate,Poor,Poor,Moderate,Severe,Poor,,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Moderate,Good,Satisfactory,Good,Satisfactory,Moderate,Moderate,,Moderate,Good,,Good,Moderate,Poor,Poor,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Satisfactory,,Moderate,Very Poor,Moderate,Moderate,Satisfactory,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-29,Satisfactory,Satisfactory,Moderate,Severe,,Poor,Poor,Moderate,,Moderate,Poor,Poor,Moderate,Moderate,Poor,Moderate,Very Poor,Moderate,Poor,Poor,Poor,Severe,Very Poor,,Satisfactory,Moderate,Satisfactory,,Satisfactory,Moderate,Satisfactory,Poor,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Very Poor,Satisfactory,Good,Moderate,Poor,Poor,,Poor,Good,,Good,Moderate,Moderate,Very Poor,Poor,Moderate,Poor,Moderate,Poor,Poor,Poor,Poor,Poor,Moderate,Very Poor,Poor,Moderate,Satisfactory,Satisfactory,,Satisfactory,Very Poor,Moderate,Moderate,Satisfactory,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,Satisfactory,Moderate,Moderate,Poor,,Moderate,Moderate,Moderate,,,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Severe,Moderate,Moderate,Moderate,Moderate,Severe,Poor,,Good,Moderate,Good,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Very Poor,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,,Poor,Good,Moderate,Good,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Satisfactory,Satisfactory,,Satisfactory,Poor,Moderate,Moderate,Satisfactory,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,Good,Moderate,Moderate,Moderate,,Moderate,Moderate,Moderate,,,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Moderate,Very Poor,Moderate,Moderate,Satisfactory,Moderate,Severe,Moderate,,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Very Poor,Satisfactory,Good,Moderate,Poor,Moderate,,Poor,Good,Moderate,Satisfactory,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,,Satisfactory,Poor,Moderate,Moderate,Satisfactory,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02,Good,Moderate,Moderate,Moderate,,Poor,Poor,Moderate,,,Satisfactory,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Moderate,Poor,Poor,Moderate,Severe,Poor,,Good,Moderate,Good,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Good,Moderate,Poor,Moderate,,Poor,,Moderate,Good,Moderate,Moderate,Poor,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Moderate,Satisfactory,Satisfactory,,Satisfactory,Poor,Moderate,Moderate,Satisfactory,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-03,,Moderate,Poor,Poor,,Moderate,Moderate,Moderate,,,Satisfactory,Moderate,Moderate,Satisfactory,Poor,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Severe,Poor,,,Moderate,Good,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Poor,,Very Poor,,Moderate,Good,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,,Satisfactory,Moderate,Moderate,Moderate,Good,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-04,,Moderate,Poor,Poor,Poor,Poor,Poor,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Very Poor,Moderate,Poor,Poor,Moderate,Very Poor,Very Poor,Poor,Satisfactory,Moderate,Good,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Moderate,Poor,Poor,,Very Poor,,Moderate,Good,Moderate,Poor,Poor,Poor,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Satisfactory,,Satisfactory,Poor,Moderate,Moderate,Good,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-05,Satisfactory,Moderate,Moderate,Very Poor,Poor,Poor,Poor,Poor,,Poor,Poor,Poor,Moderate,Moderate,Very Poor,Poor,Very Poor,Moderate,Poor,Poor,Poor,Poor,Very Poor,Poor,Satisfactory,Satisfactory,Good,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Good,Moderate,Poor,Poor,,Very Poor,,Poor,Good,Poor,Poor,Very Poor,Very Poor,Moderate,Poor,Poor,Very Poor,Poor,Poor,Poor,Very Poor,Poor,Very Poor,Very Poor,Moderate,Satisfactory,Satisfactory,,Satisfactory,Severe,Moderate,Moderate,Good,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-06,Satisfactory,Moderate,Moderate,Poor,Poor,Poor,Poor,Poor,,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Poor,Very Poor,Moderate,Poor,Moderate,Poor,Severe,Very Poor,Poor,Good,Satisfactory,Good,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Good,Moderate,Poor,Poor,,Very Poor,,Poor,Good,Poor,Poor,Very Poor,Very Poor,Moderate,Moderate,Moderate,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Satisfactory,Satisfactory,,Satisfactory,Very Poor,Moderate,Poor,Good,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-07,Moderate,Moderate,Poor,Poor,Moderate,Moderate,Poor,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Very Poor,Moderate,Poor,Moderate,Moderate,Severe,Very Poor,Poor,Satisfactory,Moderate,Good,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Good,Moderate,Poor,Poor,,Very Poor,,Moderate,Good,Moderate,Poor,Poor,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Poor,Satisfactory,Satisfactory,,Satisfactory,Poor,Moderate,Moderate,Good,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-08,,Moderate,Poor,Very Poor,Moderate,Poor,Very Poor,Poor,,Moderate,Moderate,Poor,Moderate,Poor,Poor,Poor,Very Poor,Moderate,Poor,Poor,Poor,Severe,Poor,,Good,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Good,Moderate,Poor,Very Poor,,Very Poor,,Poor,Good,Poor,Poor,Very Poor,Very Poor,Moderate,Poor,Moderate,Very Poor,Poor,Poor,Poor,Very Poor,Poor,Very Poor,Poor,Poor,Satisfactory,Satisfactory,,Satisfactory,Poor,Moderate,Moderate,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-09,Moderate,Moderate,Poor,Poor,Poor,Poor,Very Poor,Poor,,Poor,Moderate,Poor,Poor,Poor,Very Poor,Poor,Very Poor,Moderate,Very Poor,Moderate,Poor,Severe,Very Poor,Very Poor,Good,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Good,Moderate,Poor,Poor,,Moderate,,Very Poor,Good,Poor,Poor,Very Poor,Poor,Moderate,Poor,Poor,Very Poor,Very Poor,Very Poor,Poor,Poor,Poor,Poor,Very Poor,Moderate,Satisfactory,Satisfactory,,,Very Poor,Poor,Poor,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-10,Moderate,Moderate,Poor,Very Poor,Moderate,Very Poor,,Severe,,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Poor,Very Poor,Moderate,Poor,Poor,Poor,Severe,Very Poor,Very Poor,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,,Moderate,Poor,Satisfactory,Moderate,Poor,Poor,,Poor,,Poor,Satisfactory,Poor,Poor,Very Poor,Very Poor,Moderate,Poor,Poor,Very Poor,Poor,Poor,Poor,Very Poor,Poor,Poor,Very Poor,Satisfactory,Moderate,Satisfactory,,,Very Poor,Moderate,Poor,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-11,,Moderate,Moderate,Poor,Moderate,Moderate,,Severe,,Moderate,Satisfactory,Poor,Moderate,Moderate,Poor,Moderate,Very Poor,Moderate,Moderate,Poor,Moderate,Severe,,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,,Satisfactory,Poor,Satisfactory,Moderate,Poor,Poor,,Very Poor,,Poor,Moderate,Moderate,Moderate,Poor,Poor,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Poor,Poor,Moderate,Poor,Moderate,Moderate,Satisfactory,,,Poor,Moderate,Moderate,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-12,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,,Very Poor,,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Severe,Very Poor,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Poor,,Very Poor,Good,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,,Moderate,,Moderate,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-13,Moderate,Moderate,Moderate,Very Poor,Moderate,Poor,,Poor,,Moderate,Moderate,Poor,Moderate,Poor,Poor,Poor,Very Poor,Moderate,Poor,Very Poor,Poor,Severe,Very Poor,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,,,Good,Poor,Satisfactory,Very Poor,Poor,Poor,Very Poor,Moderate,Poor,Moderate,Very Poor,Poor,Poor,Poor,,Poor,Very Poor,Very Poor,Satisfactory,Moderate,Moderate,Very Poor,,Very Poor,,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-14,Moderate,Moderate,Moderate,Poor,Moderate,,,Poor,,Moderate,Moderate,Poor,Moderate,Poor,Poor,Poor,Very Poor,Moderate,Poor,Poor,Moderate,Severe,Very Poor,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Moderate,Moderate,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Poor,,Satisfactory,Good,Poor,Satisfactory,Poor,Poor,Poor,Very Poor,Moderate,Poor,Moderate,Very Poor,Poor,Poor,Poor,,Poor,Poor,Very Poor,Satisfactory,Moderate,Moderate,Moderate,,Very Poor,,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-15,Satisfactory,Satisfactory,Poor,Very Poor,Moderate,,,Poor,,Moderate,Moderate,Poor,Moderate,Poor,Very Poor,Poor,Very Poor,Moderate,Poor,Poor,Moderate,Severe,Very Poor,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Poor,Very Poor,Poor,,Satisfactory,Good,Poor,Satisfactory,Poor,Poor,Very Poor,Very Poor,Moderate,Poor,Moderate,Very Poor,Poor,Poor,Poor,,Poor,Poor,Very Poor,Satisfactory,Satisfactory,Satisfactory,Moderate,,Very Poor,,Moderate,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-16,Satisfactory,Satisfactory,Poor,Severe,Poor,Very Poor,,,,Poor,Moderate,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Poor,Severe,,,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Poor,Very Poor,Very Poor,,,Good,Poor,Good,Poor,Poor,Severe,Very Poor,Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Severe,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Severe,Poor,Poor,Satisfactory,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-17,Satisfactory,Satisfactory,Poor,Severe,Poor,Very Poor,Very Poor,Very Poor,,Poor,Moderate,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Poor,Severe,,Poor,Good,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Poor,Very Poor,Very Poor,,Very Poor,Moderate,Very Poor,Good,Very Poor,Poor,Severe,Very Poor,Poor,Very Poor,Poor,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Moderate,Satisfactory,Satisfactory,,Satisfactory,Severe,Poor,Poor,Satisfactory,Severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18,,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,,Poor,Moderate,Very Poor,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Severe,Poor,Severe,Very Poor,Poor,Good,Satisfactory,Very Poor,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Poor,Very Poor,Very Poor,Moderate,Very Poor,Moderate,Very Poor,Good,Very Poor,Very Poor,Severe,Very Poor,Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Moderate,Satisfactory,,,Moderate,Severe,Poor,Poor,Moderate,Severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-19,,Moderate,Poor,Severe,Poor,Very Poor,Very Poor,Very Poor,,Moderate,Moderate,Poor,Poor,Poor,Very Poor,Poor,Very Poor,Moderate,Very Poor,Very Poor,Poor,Severe,Very Poor,Poor,Satisfactory,Moderate,Moderate,Good,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Moderate,Poor,Very Poor,Very Poor,Moderate,Poor,Moderate,Poor,Good,Poor,Poor,Very Poor,Very Poor,Poor,Poor,Poor,Very Poor,Poor,Poor,Poor,Severe,Very Poor,Very Poor,Severe,Moderate,Satisfactory,,,Satisfactory,Severe,Poor,Poor,Satisfactory,Severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-20,,Moderate,Poor,Severe,Very Poor,Very Poor,Very Poor,Very Poor,,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Poor,Good,Moderate,Good,Satisfactory,Satisfactory,,Satisfactory,Moderate,Poor,Moderate,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Poor,Very Poor,Poor,Moderate,Moderate,Moderate,Very Poor,Good,Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Satisfactory,,,Satisfactory,Very Poor,Very Poor,Very Poor,Satisfactory,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-21,,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,,Poor,Moderate,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Poor,Severe,Severe,Poor,Good,Moderate,Satisfactory,Satisfactory,Good,,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Poor,Very Poor,Very Poor,Moderate,Poor,Moderate,Very Poor,Satisfactory,Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Moderate,,,Satisfactory,Severe,Very Poor,Poor,Satisfactory,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,,Poor,Very Poor,Very Poor,Poor,,Very Poor,Very Poor,,Poor,Moderate,Very Poor,Poor,Poor,Very Poor,Very Poor,Very Poor,Moderate,Very Poor,Poor,Poor,Severe,Very Poor,Very Poor,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,,Moderate,Moderate,Poor,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Severe,Moderate,Moderate,Moderate,Very Poor,Poor,Moderate,Very Poor,Moderate,Very Poor,Moderate,Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Severe,Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Poor,Moderate,,,Moderate,Very Poor,Poor,Poor,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-23,Moderate,Poor,Very Poor,Very Poor,Poor,,Very Poor,Very Poor,,Moderate,Satisfactory,Poor,Poor,Poor,Very Poor,Very Poor,Very Poor,Moderate,Poor,Poor,Poor,Severe,Very Poor,Very Poor,Moderate,,Satisfactory,Moderate,Satisfactory,,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Satisfactory,Moderate,Poor,Very Poor,Very Poor,Moderate,Poor,Moderate,Poor,Moderate,Poor,Poor,Very Poor,Very Poor,Poor,Poor,Moderate,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor,Poor,Very Poor,Poor,Moderate,,Moderate,Moderate,Severe,Poor,Moderate,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-24,Moderate,Poor,Very Poor,Severe,Poor,Very Poor,Very Poor,Very Poor,,Poor,Moderate,Very Poor,,Very Poor,Very Poor,Very Poor,Very Poor,,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Poor,Poor,,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Very Poor,Very Poor,Very Poor,Moderate,Poor,Moderate,Very Poor,Moderate,Poor,Poor,Severe,Very Poor,Very Poor,Poor,Poor,Severe,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Severe,Severe,Poor,Moderate,,Moderate,Moderate,Severe,Poor,Poor,Moderate,Severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,,Moderate,Very Poor,Severe,Very Poor,,Severe,Very Poor,,Poor,Moderate,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Poor,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Very Poor,Very Poor,Very Poor,Moderate,Very Poor,Moderate,Very Poor,Satisfactory,Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Poor,Moderate,,,Moderate,Severe,Very Poor,Very Poor,Moderate,Severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
